states: 100
input_set: a , b , c , A , B , C
output_set: x , y

0:     0:63:a:x
1:     0:13:b:x
2:     0:43:c:x
3:     0:34:A:x
4:     0:50:B:x
5:     0:78:C:x
6:     1:44:a:y
7:     1:6:b:y
8:     1:3:c:x
9:     1:12:A:x
10:    1:50:B:y
11:    1:28:C:y
12:    2:95:a:y
13:    2:71:b:y
14:    2:29:c:x
15:    2:49:A:x
16:    2:56:B:x
17:    2:7:C:x
18:    3:10:a:x
19:    3:88:b:x
20:    3:78:c:y
21:    3:20:A:x
22:    3:54:B:x
23:    3:27:C:x
24:    4:72:a:x
25:    4:66:b:y
26:    4:73:c:x
27:    4:51:A:y
28:    4:10:B:x
29:    4:25:C:y
30:    5:71:a:x
31:    5:66:b:x
32:    5:21:c:x
33:    5:6:A:y
34:    5:19:B:y
35:    5:72:C:x
36:    6:23:a:x
37:    6:0:b:x
38:    6:62:c:x
39:    6:97:A:y
40:    6:72:B:y
41:    6:48:C:x
42:    7:99:a:y
43:    7:61:b:y
44:    7:9:c:y
45:    7:34:A:x
46:    7:89:B:y
47:    7:10:C:x
48:    8:97:a:x
49:    8:2:b:x
50:    8:81:c:y
51:    8:57:A:x
52:    8:73:B:x
53:    8:6:C:x
54:    9:16:a:x
55:    9:51:b:x
56:    9:55:c:y
57:    9:54:A:y
58:    9:53:B:y
59:    9:36:C:x
60:    10:64:a:y
61:    10:3:b:x
62:    10:34:c:y
63:    10:19:A:y
64:    10:97:B:x
65:    10:36:C:y
66:    11:33:a:y
67:    11:37:b:y
68:    11:69:c:x
69:    11:22:A:x
70:    11:35:B:y
71:    11:65:C:x
72:    12:23:a:y
73:    12:26:b:y
74:    12:70:c:x
75:    12:98:A:x
76:    12:50:B:x
77:    12:68:C:x
78:    13:68:a:y
79:    13:12:b:x
80:    13:16:c:y
81:    13:75:A:x
82:    13:14:B:y
83:    13:37:C:x
84:    14:35:a:x
85:    14:71:b:x
86:    14:58:c:y
87:    14:64:A:y
88:    14:62:B:x
89:    14:39:C:x
90:    15:94:a:y
91:    15:96:b:x
92:    15:55:c:x
93:    15:52:A:x
94:    15:41:B:y
95:    15:52:C:y
96:    16:84:a:y
97:    16:35:b:x
98:    16:70:c:y
99:    16:74:A:y
100:   16:4:B:x
101:   16:25:C:y
102:   17:53:a:x
103:   17:64:b:y
104:   17:89:c:y
105:   17:39:A:x
106:   17:28:B:y
107:   17:62:C:x
108:   18:95:a:y
109:   18:51:b:y
110:   18:29:c:x
111:   18:44:A:x
112:   18:45:B:y
113:   18:32:C:x
114:   19:20:a:y
115:   19:29:b:x
116:   19:77:c:x
117:   19:30:A:x
118:   19:11:B:x
119:   19:92:C:x
120:   20:90:a:x
121:   20:98:b:y
122:   20:84:c:y
123:   20:16:A:y
124:   20:32:B:x
125:   20:57:C:x
126:   21:7:a:x
127:   21:31:b:y
128:   21:59:c:x
129:   21:54:A:y
130:   21:38:B:y
131:   21:60:C:x
132:   22:65:a:x
133:   22:25:b:y
134:   22:4:c:y
135:   22:94:A:y
136:   22:65:B:y
137:   22:3:C:x
138:   23:83:a:x
139:   23:28:b:x
140:   23:53:c:x
141:   23:86:A:y
142:   23:37:B:y
143:   23:85:C:y
144:   24:82:a:y
145:   24:46:b:y
146:   24:96:c:y
147:   24:55:A:y
148:   24:91:B:x
149:   24:33:C:y
150:   25:75:a:x
151:   25:24:b:x
152:   25:49:c:y
153:   25:13:A:y
154:   25:63:B:y
155:   25:79:C:x
156:   26:36:a:x
157:   26:88:b:x
158:   26:17:c:y
159:   26:40:A:x
160:   26:41:B:y
161:   26:74:C:x
162:   27:38:a:y
163:   27:79:b:x
164:   27:75:c:y
165:   27:88:A:y
166:   27:60:B:x
167:   27:1:C:y
168:   28:40:a:y
169:   28:14:b:x
170:   28:93:c:y
171:   28:98:A:x
172:   28:31:B:y
173:   28:13:C:x
174:   29:9:a:y
175:   29:39:b:x
176:   29:46:c:x
177:   29:57:A:y
178:   29:68:B:x
179:   29:40:C:x
180:   30:63:a:y
181:   30:42:b:y
182:   30:38:c:x
183:   30:42:A:x
184:   30:20:B:x
185:   30:95:C:x
186:   31:32:a:y
187:   31:92:b:x
188:   31:58:c:y
189:   31:27:A:x
190:   31:21:B:y
191:   31:8:C:x
192:   32:56:a:y
193:   32:56:b:x
194:   32:24:c:y
195:   32:96:A:y
196:   32:74:B:y
197:   32:90:C:y
198:   33:69:a:y
199:   33:30:b:x
200:   33:9:c:y
201:   33:15:A:y
202:   33:69:B:y
203:   33:94:C:y
204:   34:7:a:x
205:   34:52:b:y
206:   34:2:c:y
207:   34:43:A:x
208:   34:86:B:x
209:   34:61:C:y
210:   35:46:a:x
211:   35:87:b:x
212:   35:24:c:x
213:   35:66:A:x
214:   35:45:B:x
215:   35:61:C:x
216:   36:33:a:x
217:   36:90:b:y
218:   36:80:c:y
219:   36:91:A:x
220:   36:44:B:y
221:   36:99:C:x
222:   37:48:a:x
223:   37:21:b:y
224:   37:19:c:y
225:   37:22:A:x
226:   37:22:B:x
227:   37:78:C:x
228:   38:73:a:y
229:   38:31:b:y
230:   38:23:c:y
231:   38:84:A:y
232:   38:76:B:y
233:   38:47:C:x
234:   39:80:a:y
235:   39:58:b:x
236:   39:80:c:x
237:   39:48:A:y
238:   39:93:B:y
239:   39:26:C:x
240:   40:47:a:y
241:   40:18:b:y
242:   40:67:c:x
243:   40:87:A:y
244:   40:18:B:y
245:   40:43:C:x
246:   41:81:a:y
247:   41:42:b:x
248:   41:26:c:x
249:   41:18:A:x
250:   41:89:B:x
251:   41:76:C:x
252:   42:41:a:x
253:   42:77:b:y
254:   42:8:c:x
255:   42:70:A:y
256:   42:85:B:x
257:   42:15:C:x
258:   43:49:a:y
259:   43:86:b:y
260:   43:99:c:y
261:   43:11:A:y
262:   43:1:B:x
263:   43:81:C:x
264:   44:27:a:x
265:   44:45:b:y
266:   44:93:c:x
